Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Código INDEC_x,Código INDEC_y
2023,1,Corrientes,157016,4.0,157020,18.0,18.0
2023,1,Entre Ríos,274856,22.0,274878,30.0,30.0
2023,1,Formosa,60985,0.0,60985,34.0,34.0
2023,1,Jujuy,117981,0.0,117981,38.0,38.0
2023,1,La Pampa,116333,171.0,116504,42.0,42.0
2023,1,La Rioja,86401,4.0,86405,46.0,46.0
2023,1,Mendoza,292242,777.0,293019,50.0,50.0
2023,1,Misiones,190685,0.0,190685,54.0,54.0
2023,1,Neuquén,159944,468.0,160412,58.0,58.0
2023,1,Río Negro,163783,548.0,164331,62.0,62.0
2023,1,Salta,205421,5.0,205426,66.0,66.0
2023,1,San Juan,101486,281.0,101767,70.0,70.0
2023,1,San Luis,135281,182.0,135463,74.0,74.0
2023,1,Santa Cruz,50163,198.0,50361,78.0,78.0
2023,1,Santa Fe,886164,110.0,886274,82.0,82.0
2023,1,Santiago Del Estero,118553,2.0,118555,,
2023,1,Tierra Del Fuego,56801,312.0,57113,,
2023,1,Tucumán,261070,30.0,261100,94.0,94.0
2024,1,Buenos Aires,5038657,5900.0,5044557,6.0,6.0
2024,1,Ciudad Autónoma de Buenos Aires,1502661,2050.0,1504711,2.0,
2024,1,Catamarca,74932,1.0,74933,10.0,10.0
2024,1,Chaco,155538,5.0,155543,22.0,22.0
2024,1,Chubut,169819,857.0,170676,26.0,26.0
2024,1,Córdoba,1082136,63.0,1082199,14.0,14.0
2024,1,Corrientes,157891,3.0,157894,18.0,18.0
2024,1,Entre Ríos,296532,20.0,296552,30.0,30.0
2024,1,Formosa,62718,0.0,62718,34.0,34.0
2024,1,Jujuy,118053,0.0,118053,38.0,38.0
2024,1,La Pampa,122033,162.0,122195,42.0,42.0
2024,1,La Rioja,87778,4.0,87782,46.0,46.0
2024,1,Mendoza,301867,730.0,302597,50.0,50.0
2024,1,Misiones,202556,0.0,202556,54.0,54.0
2024,1,Neuquén,163807,439.0,164246,58.0,58.0
2024,1,Río Negro,170504,515.0,171019,62.0,62.0
2024,1,Salta,202856,5.0,202861,66.0,66.0
2024,1,San Juan,106419,247.0,106666,70.0,70.0
2024,1,San Luis,155925,165.0,156090,74.0,74.0
2024,1,Santa Cruz,80021,187.0,80208,78.0,78.0
2024,1,Santa Fe,918482,106.0,918588,82.0,82.0
2024,1,Santiago Del Estero,124360,2.0,124362,,
2024,1,Tierra Del Fuego,61250,305.0,61555,,
2024,1,Tucumán,264568,27.0,264595,94.0,94.0
2014,2,Buenos Aires,2750430,14116.0,2764546,6.0,6.0
2014,2,Ciudad Autónoma de Buenos Aires,1299502,10713.0,1310215,2.0,
2014,2,Catamarca,24660,23.0,24683,10.0,10.0
2014,2,Chaco,63243,36.0,63279,22.0,22.0
2014,2,Chubut,68503,2016.0,70519,26.0,26.0
2014,2,Córdoba,576747,205.0,576952,14.0,14.0
2014,2,Corrientes,62925,33.0,62958,18.0,18.0
2014,2,Entre Ríos,135468,115.0,135583,30.0,30.0
2014,2,Formosa,25535,65.0,25600,34.0,34.0
2014,2,Jujuy,34359,2.0,34361,38.0,38.0
2014,2,La Pampa,55048,580.0,55628,42.0,42.0
2014,2,La Rioja,15889,23.0,15912,46.0,46.0
2014,2,Mendoza,165046,1761.0,166807,50.0,50.0
2014,2,Misiones,74689,0.0,74689,54.0,54.0
2014,2,Neuquén,90053,2235.0,92288,58.0,58.0
2014,2,Río Negro,94812,1145.0,95957,62.0,62.0
2014,2,Salta,91949,25.0,91974,66.0,66.0
2014,2,San Juan,50891,755.0,51646,70.0,70.0
2014,2,San Luis,12691,364.0,13055,74.0,74.0
2014,2,Santa Cruz,26710,459.0,27169,78.0,78.0
2014,2,Santa Fe,511753,605.0,512358,82.0,82.0
2014,2,Santiago Del Estero,38002,9.0,38011,,
2014,2,Tierra Del Fuego,27443,766.0,28209,,
2014,2,Tucumán,131981,88.0,132069,94.0,94.0
2015,2,Buenos Aires,2871079,12711.0,2883790,6.0,6.0
2015,2,Ciudad Autónoma de Buenos Aires,1336391,9893.0,1346284,2.0,
2015,2,Catamarca,25666,13.0,25679,10.0,10.0
2015,2,Chaco,83832,16.0,83848,22.0,22.0
2015,2,Chubut,61745,1740.0,63485,26.0,26.0
2015,2,Córdoba,609510,236.0,609746,14.0,14.0
2015,2,Corrientes,83288,28.0,83316,18.0,18.0
2015,2,Entre Ríos,169309,183.0,169492,30.0,30.0
2015,2,Formosa,27013,37.0,27050,34.0,34.0
2015,2,Jujuy,37720,2.0,37722,38.0,38.0
2015,2,La Pampa,63552,500.0,64052,42.0,42.0
2015,2,La Rioja,16491,18.0,16509,46.0,46.0
2015,2,Mendoza,169259,1564.0,170823,50.0,50.0
2015,2,Misiones,88512,7.0,88519,54.0,54.0
2015,2,Neuquén,95644,2241.0,97885,58.0,58.0
2015,2,Río Negro,97640,1087.0,98727,62.0,62.0
2015,2,Salta,98264,3.0,98267,66.0,66.0
2015,2,San Juan,51367,621.0,51988,70.0,70.0
2015,2,San Luis,12904,317.0,13221,74.0,74.0
2015,2,Santa Cruz,25384,379.0,25763,78.0,78.0
2015,2,Santa Fe,545739,649.0,546388,82.0,82.0
2015,2,Santiago Del Estero,39375,3.0,39378,,
2015,2,Tierra Del Fuego,32960,619.0,33579,,
2015,2,Tucumán,140635,42.0,140677,94.0,94.0
2016,2,Buenos Aires,3032776,12515.0,3045291,6.0,6.0
2016,2,Ciudad Autónoma de Buenos Aires,1384824,9760.0,1394584,2.0,
2016,2,Catamarca,26543,13.0,26556,10.0,10.0
2016,2,Chaco,88235,16.0,88251,22.0,22.0
2016,2,Chubut,62116,1740.0,63856,26.0,26.0
2016,2,Córdoba,634680,234.0,634914,14.0,14.0
2016,2,Corrientes,86932,24.0,86956,18.0,18.0
2016,2,Entre Ríos,178194,179.0,178373,30.0,30.0
2016,2,Formosa,28801,1.0,28802,34.0,34.0
2016,2,Jujuy,41187,2.0,41189,38.0,38.0
2016,2,La Pampa,68403,485.0,68888,42.0,42.0
2016,2,La Rioja,16718,18.0,16736,46.0,46.0
2016,2,Mendoza,169274,1550.0,170824,50.0,50.0
2016,2,Misiones,95808,7.0,95815,54.0,54.0
2016,2,Neuquén,108224,2291.0,110515,58.0,58.0
2016,2,Río Negro,99631,1073.0,100704,62.0,62.0
2016,2,Salta,104929,3.0,104932,66.0,66.0
2016,2,San Juan,51392,621.0,52013,70.0,70.0
2016,2,San Luis,12939,317.0,13256,74.0,74.0
2016,2,Santa Cruz,25797,356.0,26153,78.0,78.0
2016,2,Santa Fe,563867,607.0,564474,82.0,82.0
2016,2,Santiago Del Estero,36958,3.0,36961,,
2016,2,Tierra Del Fuego,30740,619.0,31359,,
2016,2,Tucumán,148636,41.0,148677,94.0,94.0
2017,2,Buenos Aires,3067430,11201.0,3078631,6.0,6.0
2017,2,Ciudad Autónoma de Buenos Aires,1592175,8016.0,1600191,2.0,
2017,2,Catamarca,26692,13.0,26705,10.0,10.0
2017,2,Chaco,90597,14.0,90611,22.0,22.0
2017,2,Chubut,62245,1730.0,63975,26.0,26.0
2017,2,Córdoba,657505,133.0,657638,14.0,14.0
2017,2,Corrientes,90085,12.0,90097,18.0,18.0
2017,2,Entre Ríos,182675,57.0,182732,30.0,30.0
2017,2,Formosa,29956,0.0,29956,34.0,34.0
2017,2,Jujuy,42656,1.0,42657,38.0,38.0
2017,2,La Pampa,72573,449.0,73022,42.0,42.0
2017,2,La Rioja,16271,18.0,16289,46.0,46.0
2017,2,Mendoza,169302,1451.0,170753,50.0,50.0
2017,2,Misiones,99794,0.0,99794,54.0,54.0
2017,2,Neuquén,115321,2112.0,117433,58.0,58.0
2017,2,Río Negro,100621,998.0,101619,62.0,62.0
2017,2,Salta,108540,1.0,108541,66.0,66.0
2017,2,San Juan,51261,620.0,51881,70.0,70.0
2017,2,San Luis,12992,315.0,13307,74.0,74.0
2017,2,Santa Cruz,26019,369.0,26388,78.0,78.0
2017,2,Santa Fe,566918,362.0,567280,82.0,82.0
2017,2,Santiago Del Estero,33194,2.0,33196,,
2017,2,Tierra Del Fuego,31938,619.0,32557,,
2017,2,Tucumán,154374,37.0,154411,94.0,94.0
2018,2,Buenos Aires,3490134,10565.0,3500699,6.0,6.0
2018,2,Ciudad Autónoma de Buenos Aires,1362498,6688.0,1369186,2.0,
2018,2,Catamarca,34078,11.0,34089,10.0,10.0
2018,2,Chaco,98509,12.0,98521,22.0,22.0
2018,2,Chubut,98137,2427.0,100564,26.0,26.0
2018,2,Córdoba,712979,94.0,713073,14.0,14.0
2018,2,Corrientes,97946,11.0,97957,18.0,18.0
2018,2,Entre Ríos,199937,48.0,199985,30.0,30.0
2018,2,Formosa,44554,,44554,34.0,34.0
2018,2,Jujuy,45132,1.0,45133,38.0,38.0
2018,2,La Pampa,82177,244.0,82421,42.0,42.0
2018,2,La Rioja,51931,17.0,51948,46.0,46.0
2018,2,Mendoza,199468,1484.0,200952,50.0,50.0
2018,2,Misiones,106147,,106147,54.0,54.0
2018,2,Neuquén,113842,2006.0,115848,58.0,58.0
2018,2,Río Negro,111176,1059.0,112235,62.0,62.0
2018,2,Salta,134166,1.0,134167,66.0,66.0
2018,2,San Juan,63443,658.0,64101,70.0,70.0
2018,2,San Luis,21168,300.0,21468,74.0,74.0
2018,2,Santa Cruz,33970,435.0,34405,78.0,78.0
2018,2,Santa Fe,684243,309.0,684552,82.0,82.0
2018,2,Santiago Del Estero,83773,2.0,83775,,
2018,2,Tierra Del Fuego,44199,508.0,44707,,
2018,2,Tucumán,169926,31.0,169957,94.0,94.0
2019,2,Buenos Aires,3845594,10104.0,3855698,6.0,6.0
2019,2,Ciudad Autónoma de Buenos Aires,1412177,3443.0,1415620,2.0,
2019,2,Catamarca,33626,9.0,33635,10.0,10.0
2019,2,Chaco,108721,13.0,108734,22.0,22.0
2019,2,Chubut,86038,1518.0,87556,26.0,26.0
2019,2,Córdoba,775023,105.0,775128,14.0,14.0
2019,2,Corrientes,111539,10.0,111549,18.0,18.0
2019,2,Entre Ríos,235780,44.0,235824,30.0,30.0
2019,2,Formosa,46438,0.0,46438,34.0,34.0
2019,2,Jujuy,86706,1.0,86707,38.0,38.0
2019,2,La Pampa,89937,268.0,90205,42.0,42.0
2019,2,La Rioja,50283,18.0,50301,46.0,46.0
2019,2,Mendoza,222535,1322.0,223857,50.0,50.0
2019,2,Misiones,132878,0.0,132878,54.0,54.0
2019,2,Neuquén,120954,1999.0,122953,58.0,58.0
2019,2,Río Negro,137632,915.0,138547,62.0,62.0
2019,2,Salta,142567,1.0,142568,66.0,66.0
2019,2,San Juan,69461,564.0,70025,70.0,70.0
2019,2,San Luis,117094,291.0,117385,74.0,74.0
2019,2,Santa Cruz,30225,325.0,30550,78.0,78.0
2019,2,Santa Fe,743258,226.0,743484,82.0,82.0
2019,2,Santiago Del Estero,126752,2.0,126754,,
2019,2,Tierra Del Fuego,46910,544.0,47454,,
2019,2,Tucumán,166299,32.0,166331,94.0,94.0
2020,2,Buenos Aires,3772480,5066.0,3777546,6.0,6.0
2020,2,Ciudad Autónoma de Buenos Aires,1356431,1390.0,1357821,2.0,
2020,2,Catamarca,47975,1.0,47976,10.0,10.0
2020,2,Chaco,128129,3.0,128132,22.0,22.0
2020,2,Chubut,107831,825.0,108656,26.0,26.0
2020,2,Córdoba,836413,55.0,836468,14.0,14.0
2020,2,Corrientes,118863,3.0,118866,18.0,18.0
2020,2,Entre Ríos,234100,13.0,234113,30.0,30.0
2020,2,Formosa,47932,0.0,47932,34.0,34.0
2020,2,Jujuy,94316,0.0,94316,38.0,38.0
2020,2,La Pampa,89693,116.0,89809,42.0,42.0
2020,2,La Rioja,52152,3.0,52155,46.0,46.0
2020,2,Mendoza,200569,615.0,201184,50.0,50.0
2020,2,Misiones,140340,0.0,140340,54.0,54.0
2020,2,Neuquén,125799,373.0,126172,58.0,58.0
2020,2,Río Negro,128985,501.0,129486,62.0,62.0
2020,2,Salta,177760,2.0,177762,66.0,66.0
2020,2,San Juan,69521,256.0,69777,70.0,70.0
2020,2,San Luis,113804,148.0,113952,74.0,74.0
2020,2,Santa Cruz,38672,197.0,38869,78.0,78.0
2020,2,Santa Fe,777795,137.0,777932,82.0,82.0
2020,2,Santiago Del Estero,105446,1.0,105447,,
2020,2,Tierra Del Fuego,38900,289.0,39189,,
2020,2,Tucumán,217134,22.0,217156,94.0,94.0
2021,2,Buenos Aires,4127167,5184.0,4132351,6.0,6.0
2021,2,Ciudad Autónoma de Buenos Aires,1398747,1608.0,1400355,2.0,
2021,2,Catamarca,55743,1.0,55744,10.0,10.0
2021,2,Chaco,140726,3.0,140729,22.0,22.0
2021,2,Chubut,138412,825.0,139237,26.0,26.0
2021,2,Córdoba,930818,62.0,930880,14.0,14.0
2021,2,Corrientes,129498,3.0,129501,18.0,18.0
2021,2,Entre Ríos,257617,15.0,257632,30.0,30.0
2021,2,Formosa,51551,0.0,51551,34.0,34.0
2021,2,Jujuy,111848,0.0,111848,38.0,38.0
2021,2,La Pampa,97551,116.0,97667,42.0,42.0
2021,2,La Rioja,81599,3.0,81602,46.0,46.0
2021,2,Mendoza,229052,619.0,229671,50.0,50.0
2021,2,Misiones,156176,0.0,156176,54.0,54.0
2021,2,Neuquén,137877,373.0,138250,58.0,58.0
2021,2,Río Negro,143583,501.0,144084,62.0,62.0
2021,2,Salta,191637,2.0,191639,66.0,66.0
2021,2,San Juan,78677,256.0,78933,70.0,70.0
2021,2,San Luis,122670,148.0,122818,74.0,74.0
2021,2,Santa Cruz,48785,197.0,48982,78.0,78.0
2021,2,Santa Fe,840449,151.0,840600,82.0,82.0
2021,2,Santiago Del Estero,114089,1.0,114090,,
2021,2,Tierra Del Fuego,35404,289.0,35693,,
2021,2,Tucumán,233026,25.0,233051,94.0,94.0
2022,2,Buenos Aires,4660984,6199.0,4667183,6.0,6.0
2022,2,Ciudad Autónoma de Buenos Aires,1534626,2145.0,1536771,2.0,
2022,2,Catamarca,67007,1.0,67008,10.0,10.0
2022,2,Chaco,143559,5.0,143564,22.0,22.0
2022,2,Chubut,161901,904.0,162805,26.0,26.0
2022,2,Córdoba,1026367,68.0,1026435,14.0,14.0
2022,2,Corrientes,144993,4.0,144997,18.0,18.0
2022,2,Entre Ríos,269330,22.0,269352,30.0,30.0
2022,2,Formosa,67881,0.0,67881,34.0,34.0
2022,2,Jujuy,115314,0.0,115314,38.0,38.0
2022,2,La Pampa,111356,171.0,111527,42.0,42.0
2022,2,La Rioja,86026,4.0,86030,46.0,46.0
2022,2,Mendoza,278785,777.0,279562,50.0,50.0
2022,2,Misiones,178813,0.0,178813,54.0,54.0
2022,2,Neuquén,161500,468.0,161968,58.0,58.0
2022,2,Río Negro,159216,548.0,159764,62.0,62.0
2022,2,Salta,203172,5.0,203177,66.0,66.0
2022,2,San Juan,100126,281.0,100407,70.0,70.0
2022,2,San Luis,121559,182.0,121741,74.0,74.0
2022,2,Santa Cruz,48987,198.0,49185,78.0,78.0
2022,2,Santa Fe,878749,110.0,878859,82.0,82.0
2022,2,Santiago Del Estero,118042,2.0,118044,,
2022,2,Tierra Del Fuego,53458,312.0,53770,,
2022,2,Tucumán,254497,30.0,254527,94.0,94.0
2023,2,Buenos Aires,4879442,6046.0,4885488,6.0,6.0
2023,2,Ciudad Autónoma de Buenos Aires,1455578,2100.0,1457678,2.0,
2023,2,Catamarca,72989,1.0,72990,10.0,10.0
2023,2,Chaco,141850,5.0,141855,22.0,22.0
2023,2,Chubut,163078,883.0,163961,26.0,26.0
2023,2,Córdoba,1067686,65.0,1067751,14.0,14.0
2023,2,Corrientes,158290,4.0,158294,18.0,18.0
2023,2,Entre Ríos,273927,20.0,273947,30.0,30.0
2023,2,Formosa,60350,0.0,60350,34.0,34.0
2023,2,Jujuy,117442,0.0,117442,38.0,38.0
2023,2,La Pampa,118744,166.0,118910,42.0,42.0
2023,2,La Rioja,86968,4.0,86972,46.0,46.0
2023,2,Mendoza,296921,755.0,297676,50.0,50.0
2023,2,Misiones,195471,0.0,195471,54.0,54.0
2023,2,Neuquén,161289,457.0,161746,58.0,58.0
2023,2,Río Negro,162848,531.0,163379,62.0,62.0
2023,2,Salta,205323,5.0,205328,66.0,66.0
2023,2,San Juan,97189,260.0,97449,70.0,70.0
2023,2,San Luis,140575,173.0,140748,74.0,74.0
2023,2,Santa Cruz,48410,192.0,48602,78.0,78.0
2023,2,Santa Fe,895706,108.0,895814,82.0,82.0
2023,2,Santiago Del Estero,117807,2.0,117809,,
2023,2,Tierra Del Fuego,58325,310.0,58635,,
2023,2,Tucumán,263573,29.0,263602,94.0,94.0
2014,3,Buenos Aires,2835537,14028.0,2849565,6.0,6.0
2014,3,Ciudad Autónoma de Buenos Aires,1307195,10630.0,1317825,2.0,
2014,3,Catamarca,24665,21.0,24686,10.0,10.0
2014,3,Chaco,63710,36.0,63746,22.0,22.0
2014,3,Chubut,67130,2007.0,69137,26.0,26.0
2014,3,Córdoba,585231,200.0,585431,14.0,14.0
2014,3,Corrientes,63516,33.0,63549,18.0,18.0
2014,3,Entre Ríos,136618,115.0,136733,30.0,30.0
2014,3,Formosa,25873,64.0,25937,34.0,34.0
2014,3,Jujuy,33739,2.0,33741,38.0,38.0
2014,3,La Pampa,61861,564.0,62425,42.0,42.0
2014,3,La Rioja,15893,23.0,15916,46.0,46.0
2014,3,Mendoza,166184,1740.0,167924,50.0,50.0
2014,3,Misiones,75327,0.0,75327,54.0,54.0
2014,3,Neuquén,100099,2268.0,102367,58.0,58.0
2014,3,Río Negro,96629,1151.0,97780,62.0,62.0
2014,3,Salta,92929,25.0,92954,66.0,66.0
2014,3,San Juan,51031,748.0,51779,70.0,70.0
2014,3,San Luis,12683,363.0,13046,74.0,74.0
2014,3,Santa Cruz,25664,446.0,26110,78.0,78.0
2014,3,Santa Fe,520196,691.0,520887,82.0,82.0
2014,3,Santiago Del Estero,37539,9.0,37548,,
2014,3,Tierra Del Fuego,28037,755.0,28792,,
2014,3,Tucumán,131978,88.0,132066,94.0,94.0
2015,3,Buenos Aires,2916070,12695.0,2928765,6.0,6.0
2015,3,Ciudad Autónoma de Buenos Aires,1362193,9875.0,1372068,2.0,
2015,3,Catamarca,26080,13.0,26093,10.0,10.0
2015,3,Chaco,85354,16.0,85370,22.0,22.0
2015,3,Chubut,62143,1740.0,63883,26.0,26.0
2015,3,Córdoba,622761,237.0,622998,14.0,14.0
2015,3,Corrientes,84931,28.0,84959,18.0,18.0
2015,3,Entre Ríos,172252,182.0,172434,30.0,30.0
2015,3,Formosa,27751,1.0,27752,34.0,34.0
2015,3,Jujuy,39548,2.0,39550,38.0,38.0
2015,3,La Pampa,64976,495.0,65471,42.0,42.0
2015,3,La Rioja,16753,18.0,16771,46.0,46.0
2015,3,Mendoza,169261,1562.0,170823,50.0,50.0
2015,3,Misiones,91615,7.0,91622,54.0,54.0
2015,3,Neuquén,98376,2240.0,100616,58.0,58.0
2015,3,Río Negro,98529,1085.0,99614,62.0,62.0
2015,3,Salta,100570,3.0,100573,66.0,66.0
2015,3,San Juan,51409,621.0,52030,70.0,70.0
2015,3,San Luis,12902,317.0,13219,74.0,74.0
2015,3,Santa Cruz,25912,359.0,26271,78.0,78.0
2015,3,Santa Fe,556097,641.0,556738,82.0,82.0
2015,3,Santiago Del Estero,39394,3.0,39397,,
2015,3,Tierra Del Fuego,33118,619.0,33737,,
2015,3,Tucumán,144272,42.0,144314,94.0,94.0
2016,3,Buenos Aires,3075387,11205.0,3086592,6.0,6.0
2016,3,Ciudad Autónoma de Buenos Aires,1395053,8051.0,1403104,2.0,
2016,3,Catamarca,26957,13.0,26970,10.0,10.0
2016,3,Chaco,89216,14.0,89230,22.0,22.0
2016,3,Chubut,62222,1730.0,63952,26.0,26.0
2016,3,Córdoba,642458,133.0,642591,14.0,14.0
2016,3,Corrientes,88328,12.0,88340,18.0,18.0
2016,3,Entre Ríos,181092,57.0,181149,30.0,30.0
2016,3,Formosa,27716,0.0,27716,34.0,34.0
2016,3,Jujuy,42537,1.0,42538,38.0,38.0
2016,3,La Pampa,69903,461.0,70364,42.0,42.0
2016,3,La Rioja,16912,18.0,16930,46.0,46.0
2016,3,Mendoza,169174,1450.0,170624,50.0,50.0
2016,3,Misiones,97997,0.0,97997,54.0,54.0
2016,3,Neuquén,110491,2112.0,112603,58.0,58.0
2016,3,Río Negro,100024,1002.0,101026,62.0,62.0
2016,3,Salta,107790,1.0,107791,66.0,66.0
2016,3,San Juan,51348,620.0,51968,70.0,70.0
2016,3,San Luis,12978,315.0,13293,74.0,74.0
2016,3,Santa Cruz,25886,371.0,26257,78.0,78.0
2016,3,Santa Fe,566625,386.0,567011,82.0,82.0
2016,3,Santiago Del Estero,35658,2.0,35660,,
2016,3,Tierra Del Fuego,31306,619.0,31925,,
2016,3,Tucumán,151282,37.0,151319,94.0,94.0
2017,3,Buenos Aires,3046758,11202.0,3057960,6.0,6.0
2017,3,Ciudad Autónoma de Buenos Aires,1563289,7070.0,1570359,2.0,
2017,3,Catamarca,33467,11.0,33478,10.0,10.0
2017,3,Chaco,93747,12.0,93759,22.0,22.0
2017,3,Chubut,81067,2477.0,83544,26.0,26.0
2017,3,Córdoba,696536,108.0,696644,14.0,14.0
2017,3,Corrientes,92536,12.0,92548,18.0,18.0
2017,3,Entre Ríos,185414,50.0,185464,30.0,30.0
2017,3,Formosa,32105,0.0,32105,34.0,34.0
2017,3,Jujuy,43241,1.0,43242,38.0,38.0
2017,3,La Pampa,79280,410.0,79690,42.0,42.0
2017,3,La Rioja,51896,17.0,51913,46.0,46.0
2017,3,Mendoza,190958,1533.0,192491,50.0,50.0
2017,3,Misiones,100476,0.0,100476,54.0,54.0
2017,3,Neuquén,113755,2029.0,115784,58.0,58.0
2017,3,Río Negro,106393,1103.0,107496,62.0,62.0
2017,3,Salta,132517,1.0,132518,66.0,66.0
2017,3,San Juan,61789,660.0,62449,70.0,70.0
2017,3,San Luis,21408,311.0,21719,74.0,74.0
2017,3,Santa Cruz,33222,468.0,33690,78.0,78.0
2017,3,Santa Fe,662086,256.0,662342,82.0,82.0
2017,3,Santiago Del Estero,82792,2.0,82794,,
2017,3,Tierra Del Fuego,30883,583.0,31466,,
2017,3,Tucumán,160979,33.0,161012,94.0,94.0
2018,3,Buenos Aires,3599714,10563.0,3610277,6.0,6.0
2018,3,Ciudad Autónoma de Buenos Aires,1385804,6686.0,1392490,2.0,
2018,3,Catamarca,34215,11.0,34226,10.0,10.0
2018,3,Chaco,102021,12.0,102033,22.0,22.0
2018,3,Chubut,101310,2426.0,103736,26.0,26.0
2018,3,Córdoba,725764,94.0,725858,14.0,14.0
2018,3,Corrientes,99445,11.0,99456,18.0,18.0
2018,3,Entre Ríos,204560,48.0,204608,30.0,30.0
2018,3,Formosa,44865,0.0,44865,34.0,34.0
2018,3,Jujuy,44934,1.0,44935,38.0,38.0
2018,3,La Pampa,83180,244.0,83424,42.0,42.0
2018,3,La Rioja,51855,17.0,51872,46.0,46.0
2018,3,Mendoza,205545,1484.0,207029,50.0,50.0
2018,3,Misiones,108042,0.0,108042,54.0,54.0
2018,3,Neuquén,114713,2005.0,116718,58.0,58.0
2018,3,Río Negro,112433,1059.0,113492,62.0,62.0
2018,3,Salta,132882,1.0,132883,66.0,66.0
2018,3,San Juan,63823,658.0,64481,70.0,70.0
2018,3,San Luis,74121,300.0,74421,74.0,74.0
2018,3,Santa Cruz,33565,434.0,33999,78.0,78.0
2018,3,Santa Fe,694883,217.0,695100,82.0,82.0
2018,3,Santiago Del Estero,86358,2.0,86360,,
2018,3,Tierra Del Fuego,45056,508.0,45564,,
2018,3,Tucumán,171135,31.0,171166,94.0,94.0
2019,3,Buenos Aires,3950114,10119.0,3960233,6.0,6.0
2019,3,Ciudad Autónoma de Buenos Aires,1437734,3477.0,1441211,2.0,
2019,3,Catamarca,32391,9.0,32400,10.0,10.0
2019,3,Chaco,114438,13.0,114451,22.0,22.0
2019,3,Chubut,87481,1524.0,89005,26.0,26.0
2019,3,Córdoba,782946,107.0,783053,14.0,14.0
2019,3,Corrientes,112749,10.0,112759,18.0,18.0
2019,3,Entre Ríos,238057,45.0,238102,30.0,30.0
2019,3,Formosa,46066,0.0,46066,34.0,34.0
2019,3,Jujuy,86575,1.0,86576,38.0,38.0
2019,3,La Pampa,90559,269.0,90828,42.0,42.0
2019,3,La Rioja,49659,18.0,49677,46.0,46.0
2019,3,Mendoza,223015,1322.0,224337,50.0,50.0
2019,3,Misiones,133883,0.0,133883,54.0,54.0
2019,3,Neuquén,123435,1986.0,125421,58.0,58.0
2019,3,Río Negro,143391,904.0,144295,62.0,62.0
2019,3,Salta,151834,1.0,151835,66.0,66.0
2019,3,San Juan,72535,563.0,73098,70.0,70.0
2019,3,San Luis,122409,291.0,122700,74.0,74.0
2019,3,Santa Cruz,37642,328.0,37970,78.0,78.0
2019,3,Santa Fe,760706,228.0,760934,82.0,82.0
2019,3,Santiago Del Estero,133130,2.0,133132,,
2019,3,Tierra Del Fuego,48043,544.0,48587,,
2019,3,Tucumán,164099,32.0,164131,94.0,94.0
2020,3,Buenos Aires,3932211,5066.0,3937277,6.0,6.0
2020,3,Ciudad Autónoma de Buenos Aires,1371285,1390.0,1372675,2.0,
2020,3,Catamarca,49903,1.0,49904,10.0,10.0
2020,3,Chaco,133951,3.0,133954,22.0,22.0
2020,3,Chubut,129202,825.0,130027,26.0,26.0
2020,3,Córdoba,867417,55.0,867472,14.0,14.0
2020,3,Corrientes,123388,3.0,123391,18.0,18.0
2020,3,Entre Ríos,241482,13.0,241495,30.0,30.0
2020,3,Formosa,49209,0.0,49209,34.0,34.0
2020,3,Jujuy,106728,0.0,106728,38.0,38.0
2020,3,La Pampa,93619,116.0,93735,42.0,42.0
2020,3,La Rioja,52613,3.0,52616,46.0,46.0
2020,3,Mendoza,207173,615.0,207788,50.0,50.0
2020,3,Misiones,143186,0.0,143186,54.0,54.0
2020,3,Neuquén,128862,373.0,129235,58.0,58.0
2020,3,Río Negro,130966,501.0,131467,62.0,62.0
2020,3,Salta,180844,2.0,180846,66.0,66.0
2020,3,San Juan,77071,256.0,77327,70.0,70.0
2020,3,San Luis,116417,148.0,116565,74.0,74.0
2020,3,Santa Cruz,39084,197.0,39281,78.0,78.0
2020,3,Santa Fe,802861,137.0,802998,82.0,82.0
2020,3,Santiago Del Estero,105491,1.0,105492,,
2020,3,Tierra Del Fuego,39366,289.0,39655,,
2020,3,Tucumán,223854,22.0,223876,94.0,94.0
2021,3,Buenos Aires,4246425,5184.0,4251609,6.0,6.0
2021,3,Ciudad Autónoma de Buenos Aires,1411797,1608.0,1413405,2.0,
2021,3,Catamarca,56253,1.0,56254,10.0,10.0
2021,3,Chaco,139868,3.0,139871,22.0,22.0
2021,3,Chubut,155266,800.0,156066,26.0,26.0
2021,3,Córdoba,946726,62.0,946788,14.0,14.0
2021,3,Corrientes,133816,3.0,133819,18.0,18.0
2021,3,Entre Ríos,260360,15.0,260375,30.0,30.0
2021,3,Formosa,52795,0.0,52795,34.0,34.0
2021,3,Jujuy,111158,0.0,111158,38.0,38.0
2021,3,La Pampa,100371,116.0,100487,42.0,42.0
2021,3,La Rioja,82157,3.0,82160,46.0,46.0
2021,3,Mendoza,255320,619.0,255939,50.0,50.0
2021,3,Misiones,158528,0.0,158528,54.0,54.0
2021,3,Neuquén,139436,373.0,139809,58.0,58.0
2021,3,Río Negro,144084,501.0,144585,62.0,62.0
2021,3,Salta,195831,2.0,195833,66.0,66.0
2021,3,San Juan,79227,256.0,79483,70.0,70.0
2021,3,San Luis,117716,148.0,117864,74.0,74.0
2021,3,Santa Cruz,48779,197.0,48976,78.0,78.0
2021,3,Santa Fe,841433,151.0,841584,82.0,82.0
